YEAR,cropname,Yield,Location,ALLSKY_SFC_SW_DWN,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,T2M_MAX,T2M_RANGE,WS50M,WSC,NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),ANNUAL RAINFALL (Millimeters)
2008,Oil,1.45173,Nizamabad,19,52.31,22.52,5.27,1033.59,95.99,12.15,44.05,34.01,4.98,4.98,61.09,317.14,25.71,133.44,13.2,68.52,933
2009,Oil,1.11183,Nizamabad,19.4,51.3,22.61,0,769.92,95.99,11.84,44.45,33.3,5.06,5.06,60.95,309.44,25,126.93,14.05,71.32,668
2010,Oil,1.89662,Nizamabad,18.23,59.56,22.55,5.27,1102.15,95.97,12.82,45.31,36.45,4.95,4.95,63.24,337.97,25.08,134.04,11.68,62.45,1080.3
2011,Oil,1.71002,Nizamabad,19.12,51.2,22.51,0,696.09,95.97,11.84,44.08,35.08,5.26,5.26,66.12,334.89,25.61,129.73,8.26,41.85,959.7
2012,Oil,1.8445,Nizamabad,18.89,54.88,22.58,0,722.46,95.97,11.41,43.87,34.16,5.3,5.3,69.3,315.01,22.83,103.79,7.86,35.73,845.4
2013,Oil,1.96881,Nizamabad,18.01,56.88,22.25,5.27,1102.15,95.98,12.82,45.59,35.62,5.37,5.37,76.07,304.02,19.57,78.23,4.36,17.42,1341.7
2014,Oil,1.32766,Nizamabad,18.61,54.5,22.02,0,638.09,96.09,12.08,43.44,33.69,5.16,5.16,76.69,280.05,18.19,66.43,5.11,18.67,646.7
2015,Oil,1.04621,Nizamabad,18.84,54.84,22.16,0,548.44,96.13,11.84,45.9,36.48,5.12,5.12,65.22,291.4,25.1,112.16,9.68,43.23,661.3
1990,Sugar Cane,8.6859,Nizamabad,18.85,66.75,22.84,5.27,1038.87,96,12.45,43.83,31.38,5.55,5.55,66.65,211.58,28.14,89.32,5.21,16.53,1913.4
1991,Sugar Cane,7.58453,Nizamabad,19.12,67.29,22.79,0,764.65,95.99,11.47,45.71,37.91,5.27,5.27,69.21,186.87,26.8,72.35,4,10.79,858
1992,Sugar Cane,7.00575,Nizamabad,19.6,58.59,22.68,0,759.38,96.04,11.05,44.47,34.91,5.08,5.08,73.09,180.4,24.44,60.32,2.48,6.11,780
1993,Sugar Cane,7.92857,Nizamabad,19.38,64.53,22.86,0,754.1,96.05,11.29,45.32,35.7,5.15,5.15,80.21,242.36,17.21,52.01,2.58,7.79,911
1994,Sugar Cane,7.36842,Nizamabad,18.67,62.71,23,0,896.48,96.01,11.9,45.87,37.01,5.33,5.33,76,201.81,20.17,53.55,3.83,10.18,847
1995,Sugar Cane,7.25,Nizamabad,18.89,62.17,22.48,5.27,1128.52,95.99,12.63,44.15,35.12,5.09,5.09,76,179.56,20.17,47.64,3.83,9.06,1466
1996,Sugar Cane,6.88235,Nizamabad,18.79,62.71,22.28,0,949.22,95.96,11.84,44.9,36.64,5.12,5.12,76.22,261.95,19.81,68.06,3.97,13.65,895
1997,Sugar Cane,7.3125,Nizamabad,18.68,63.73,21.78,0,796.29,96.1,12.27,43.93,36.63,4.99,4.99,78.65,271.02,18.16,62.58,3.18,10.96,830
1998,Sugar Cane,9.77273,Nizamabad,18.83,57,21.8,5.27,1033.59,95.99,12.7,46.01,35.9,4.88,4.88,73.92,261.48,21.52,76.12,4.56,16.14,1155
1999,Sugar Cane,4.08227,Nizamabad,19.41,44.62,22.5,0,606.45,95.95,11.29,44.99,36.05,5.36,5.36,73.92,253.91,21.52,73.92,4.56,15.68,971
2000,Sugar Cane,4.04044,Nizamabad,19.34,42.06,22.22,0,780.47,95.93,11.17,44.8,34.54,5.07,5.07,75.16,278.87,19.62,72.81,5.22,19.36,1043
2001,Sugar Cane,3.97417,Nizamabad,18.51,58.38,22.91,0,733.01,95.98,11.72,44.92,33.45,5.27,5.27,75.2,236.04,19.37,60.79,5.43,17.04,870
2002,Sugar Cane,4.66667,Nizamabad,19.38,52.88,22.93,0,743.55,96.02,11.47,44.38,34.66,5.34,5.34,74.86,256.9,21.51,73.81,3.63,12.44,684
2003,Sugar Cane,7.60696,Nizamabad,19.18,58.08,23.03,0,812.11,96.03,11.96,45.2,35.38,5.38,5.38,75.42,292.3,19.8,76.73,4.78,18.51,832
2004,Sugar Cane,7.30054,Nizamabad,19.3,52.24,23.04,0,616.99,96.05,12.02,43.53,34.36,5.38,5.38,73.29,260.24,17.51,62.16,9.2,32.67,715
2005,Sugar Cane,4.42641,Nizamabad,18.87,57.56,22.97,5.27,1181.25,96.01,12.33,44.45,35.53,5.11,5.11,69.2,354.45,21.59,110.59,9.21,47.19,1184
2006,Sugar Cane,4.62518,Nizamabad,18.95,53.1,22.79,5.27,1070.51,96.04,12.82,43.76,35.5,4.98,4.98,68.58,332.26,20.42,98.93,11,53.27,1068
2007,Sugar Cane,5.69203,Nizamabad,19.21,53.12,22.69,0,817.38,95.99,11.96,43.82,33.45,5.05,5.05,66.63,309.28,20.92,97.1,12.45,57.81,858
2008,Sugar Cane,5.02198,Nizamabad,19,52.31,22.52,5.27,1033.59,95.99,12.15,44.05,34.01,4.98,4.98,61.09,317.14,25.71,133.44,13.2,68.52,933
2009,Sugar Cane,2.96452,Nizamabad,19.4,51.3,22.61,0,769.92,95.99,11.84,44.45,33.3,5.06,5.06,60.95,309.44,25,126.93,14.05,71.32,668
2010,Sugar Cane,3.79214,Nizamabad,18.23,59.56,22.55,5.27,1102.15,95.97,12.82,45.31,36.45,4.95,4.95,63.24,337.97,25.08,134.04,11.68,62.45,1080.3
2011,Sugar Cane,4.43818,Nizamabad,19.12,51.2,22.51,0,696.09,95.97,11.84,44.08,35.08,5.26,5.26,66.12,334.89,25.61,129.73,8.26,41.85,959.7
2012,Sugar Cane,4.11881,Nizamabad,18.89,54.88,22.58,0,722.46,95.97,11.41,43.87,34.16,5.3,5.3,69.3,315.01,22.83,103.79,7.86,35.73,845.4
2013,Sugar Cane,8.29303,Nizamabad,18.01,56.88,22.25,5.27,1102.15,95.98,12.82,45.59,35.62,5.37,5.37,76.07,304.02,19.57,78.23,4.36,17.42,1341.7
2014,Sugar Cane,8.72192,Nizamabad,18.61,54.5,22.02,0,638.09,96.09,12.08,43.44,33.69,5.16,5.16,76.69,280.05,18.19,66.43,5.11,18.67,646.7
2015,Sugar Cane,6.04624,Nizamabad,18.84,54.84,22.16,0,548.44,96.13,11.84,45.9,36.48,5.12,5.12,65.22,291.4,25.1,112.16,9.68,43.23,661.3
1990,Rice,2.41914,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,Rice,2.26254,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,Rice,1.94856,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,Rice,2.49074,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,Rice,2.66901,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,Rice,2.36765,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,Rice,2.67598,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,Rice,2.30769,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,Rice,2.76812,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,Rice,2.11518,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,Rice,2.88769,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,Rice,2.86882,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,Rice,2.17037,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,Rice,3.00029,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,Rice,2.7299,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,Rice,3.20081,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,Rice,2.82086,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,Rice,2.99582,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,Rice,2.98869,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,Rice,2.54223,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,Rice,3.20977,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,Rice,2.55823,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,Rice,3.28558,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,Rice,3.14114,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,Rice,3.08035,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,Rice,3.16419,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,Wheat,1,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,Wheat,0.85714,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,Wheat,0.8,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,Wheat,0,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,Wheat,0,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,Wheat,0,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,Wheat,0,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,Wheat,0,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,Wheat,0,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,Wheat,0.66667,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,Wheat,1,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,Wheat,1,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,Wheat,0,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,Wheat,0.6,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,Wheat,0.4,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,Wheat,0.75,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,Wheat,0.8,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,Wheat,1,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,Wheat,0,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,Wheat,0,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,Wheat,1.5,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,Wheat,0,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,Wheat,0,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,Wheat,0,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,Wheat,0,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,Wheat,0,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,SORGHUM,2.01678,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,SORGHUM,1.95818,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,SORGHUM,2.23104,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,SORGHUM,2.41935,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,SORGHUM,2.44828,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,SORGHUM,2.39394,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,SORGHUM,2.74286,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,SORGHUM,2.58696,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,SORGHUM,3.06667,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,SORGHUM,3.02191,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,SORGHUM,2.56028,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,SORGHUM,3.33682,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,SORGHUM,2.73134,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,SORGHUM,3.59146,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,SORGHUM,3.65669,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,SORGHUM,4.08442,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,SORGHUM,3.48657,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,SORGHUM,4.44429,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,SORGHUM,4.32108,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,SORGHUM,2.9216,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,SORGHUM,3.89662,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,SORGHUM,4.49813,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,SORGHUM,4.83968,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,SORGHUM,4.98341,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,SORGHUM,4.89478,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,SORGHUM,4.83258,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,PEARL MILLET,0.84878,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,PEARL MILLET,0.93218,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,PEARL MILLET,0.95655,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,PEARL MILLET,0.81176,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,PEARL MILLET,0.825,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,PEARL MILLET,0.85526,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,PEARL MILLET,1.01408,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,PEARL MILLET,0.75758,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,PEARL MILLET,1.05085,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,PEARL MILLET,0.94919,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,PEARL MILLET,1.20918,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,PEARL MILLET,1.06309,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,PEARL MILLET,0.92683,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,PEARL MILLET,1.29316,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,PEARL MILLET,1.15184,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,PEARL MILLET,1.45906,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,PEARL MILLET,1.37817,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
2007,PEARL MILLET,1.49596,Warangal,19.15,54.04,22.68,0,769.92,97.33,13.06,45.46,34.62,4.89,3.17,67.57,209.04,18.56,57.43,13.87,42.9,962
2008,PEARL MILLET,1.57599,Warangal,18.85,52.2,22.5,5.27,1017.77,97.32,13.06,44.6,33.26,4.64,3.01,59.79,207.64,22.65,78.65,17.56,60.97,1196
2009,PEARL MILLET,1.53364,Warangal,19.36,51.94,22.58,0,685.55,97.32,12.82,45.58,33.89,4.66,3.02,60.82,174.63,21.62,62.08,17.55,50.4,591
2010,PEARL MILLET,1.74385,Warangal,18.02,61.19,22.53,5.27,1123.24,97.31,13.79,46.17,36.94,4.74,3.07,64.87,239.27,21.94,80.94,13.19,48.66,1277.9
2011,PEARL MILLET,2.02293,Warangal,19.27,50.99,22.51,0,490.43,97.31,12.7,44.76,36.09,4.86,3.15,64.24,213.99,27.56,91.79,8.2,27.32,736.3
2012,PEARL MILLET,1.98981,Warangal,18.77,54.7,22.57,0,696.09,97.3,12.39,45.61,35.95,5.03,3.26,72.65,233.25,20.5,65.82,6.85,21.99,1231.9
2013,PEARL MILLET,1.78591,Warangal,18.14,56.73,22.26,5.27,1070.51,97.32,13.61,47.25,37.14,5.22,3.38,80.1,254.43,16.56,52.62,3.34,10.6,1366.5
2014,PEARL MILLET,1.81866,Warangal,18.5,55.43,22.06,0,485.16,97.43,12.63,44.57,32.79,4.88,3.16,74.33,235.9,19.02,60.37,6.65,21.11,739.7
2015,PEARL MILLET,1.77428,Warangal,18.88,54.78,22.18,0,390.23,97.47,12.45,46.63,36.85,4.89,3.17,67.77,250.98,22.8,84.44,9.42,34.9,980.1
1990,MAIZE ,10,Warangal,18.8,69.31,23.12,0,938.67,97.33,13.49,44.68,33.02,5.36,3.47,68.28,149.83,28.12,61.7,3.61,7.91,1198.8
1991,MAIZE ,0,Warangal,18.68,68.2,22.79,0,727.73,97.34,12.94,46.51,37.91,5.24,3.39,66.92,139.49,28.39,59.18,4.68,9.76,792
1992,MAIZE ,2,Warangal,19.12,59.78,22.61,0,706.64,97.38,12.08,45.05,34.69,4.95,3.21,66.55,134.01,29.7,59.8,3.76,7.57,799
1993,MAIZE ,0,Warangal,19.17,65.97,22.92,0,648.63,97.38,12.15,46.29,35.4,4.87,3.15,72.66,154.06,23.92,50.73,3.41,7.24,861
1994,MAIZE ,0,Warangal,18.59,64.16,22.87,0,912.3,97.34,12.94,46.38,35.92,4.99,3.23,72.85,171.15,23.06,54.18,4.09,9.6,1017
1995,MAIZE ,0,Warangal,18.53,63.15,22.55,5.27,1044.14,97.33,13.67,43.93,34.48,4.95,3.2,72.85,180.02,23.06,56.98,4.09,10.1,1134
1996,MAIZE ,0,Warangal,18.45,63.76,22.33,0,901.76,97.29,12.88,45.51,36.45,4.86,3.15,72.12,163.72,23.3,52.9,4.58,10.39,1173
1997,MAIZE ,0,Warangal,18.48,63.76,21.77,0,801.56,97.44,13.06,44.79,36.72,4.77,3.09,75.03,241.71,20.61,66.38,4.36,14.05,874
1998,MAIZE ,0,Warangal,18.71,57.55,21.77,0,917.58,97.33,13.67,46.76,36.28,4.7,3.05,72.92,166.86,22.97,52.57,4.11,9.4,1156
1999,MAIZE ,0,Warangal,19.5,47.13,22.41,0,574.8,97.28,12.15,45.51,35.59,5.13,3.32,72.92,175.44,22.97,55.27,4.11,9.89,855
2000,MAIZE ,0,Warangal,18.97,46.34,21.96,0,727.73,97.26,12.33,45.83,34.63,4.81,3.12,72.14,165.2,22.03,50.44,5.84,13.36,1133
2001,MAIZE ,0,Warangal,18.63,60.57,22.9,0,638.09,97.31,12.63,46,34.45,5.08,3.29,69.93,150.77,22.43,48.35,7.64,16.47,808
2002,MAIZE ,0,Warangal,19.46,55.61,22.93,0,711.91,97.36,12.51,46.26,34.77,5.14,3.33,69.24,150.61,22.78,49.55,7.98,17.37,662
2003,MAIZE ,0,Warangal,18.96,59.72,23,0,791.02,97.36,12.94,46.17,34.83,5.12,3.32,71.56,168.88,19.9,46.96,8.55,20.17,905
2004,MAIZE ,0,Warangal,19.36,53.05,23.03,0,601.17,97.39,12.94,44.58,34.83,5.11,3.31,68.9,134.79,20.73,40.55,10.37,20.3,700
2005,MAIZE ,0,Warangal,18.77,60.9,22.92,5.27,1102.15,97.35,13.24,46.02,36.68,4.9,3.17,67.41,183.87,21.15,57.68,11.45,31.22,1135
2006,MAIZE ,0,Warangal,18.96,55.79,22.78,5.27,1023.05,97.38,13.73,44.07,35.54,4.63,3,68.74,192.63,22.43,62.87,8.83,24.74,1095
